,대표코드,품명,품번,경면(전면),임가공처
881,A35-325,Sahara,14-54099-002,SJ1,청림보드 (성지라미텍 경면)
882,A1-251,Sahara,14-54099-002,CT,목림
883,A35-326,Loft,14-54103-001,SJ1,청림보드 (성지라미텍 경면)
884,A1-452,Loft,14-54103-001,CT,목림
885,A16-724,Loft,14-54103-127,SM,"승은산업,건창기업(유사 HM)"
886,A40-798,Loft,14-54103-127,HM,목림(유사 SM)
887,C65-18,Loft,14-54103-127,K,승은산업
888,A1-735,Loft,14-54103-127,CT,목림
889,A35-736,Loft,14-54103-127,SJ1,청림보드 (성지라미텍 경면)
890,B16-526,Batian,14-54104-001,SM,
891,B40-537,Batian,14-54104-102,HM,
892,A1-252,Loft,14-54109-001,CT,목림
893,A40-831,Bronzite,14-54109-101,HM,목림(유사 SM)
894,A35-621,Bronzite,14-54109-101,SJ1,청림보드 (성지라미텍 경면)
895,A11-47,Bronzite,14-54109-103,PM,"목림, 건창기업"
896,B16-122,Bronzite,14-54109-103,SM,"승은산업,건창기업(유사 HM)"
897,A35-327,Bronzite,14-54109-103,SJ1,청림보드 (성지라미텍 경면)
898,B46-265,Bronzite,14-54109-103,NS,건창기업
899,A1-137,Bronzite,14-54109-103,CT,목림
900,B37-75,Bronzite,14-54109-103,VS,청림보드(인터플러스 경면)
901,A16-664,Bronzite,14-54109-105,SM,"승은산업,건창기업(유사 HM)"
902,A1-432,Bronzite,14-54109-105,CT,목림
903,A10-604,Bronzite,14-54109-105,DS,목림
904,A35-328,Bronzite,14-54109-105,SJ1,청림보드 (성지라미텍 경면)
905,B40-270,Bronzite,14-54109-106,HM,목림(유사 SM)
906,B1-271,Bronzite,14-54109-106,CT,목림
907,B35-111,Bronzite,14-54109-106,SJ1,청림보드 (성지라미텍 경면)
908,B46-269,Bronzite,14-54109-106,NS,건창기업
909,A37-416,Oriental Brown,14-54115-005,VS,청림보드(인터플러스 경면)
910,A35-329,Oriental Brown,14-54115-005,SJ1,청림보드 (성지라미텍 경면)
911,B46-173,Oriental Brown,14-54115-005,NS,건창기업
912,A1-79,Oriental Brown,14-54115-005,CT,목림
913,A4-787,Versilia,14-54120-010,소프트엠보,"목림,승은산업,건창기업,제이제이 데코 등"
914,A11-48,Versilia,14-54120-010,PM,"목림, 건창기업"
915,A16-430,Versilia,14-54120-010,SM,"승은산업,건창기업(유사 HM)"
916,A35-429,Versilia,14-54120-010,SJ1,청림보드 (성지라미텍 경면)
917,A7-428,Versilia,14-54120-010,민자,"목림,승은산업,건창기업,제이제이 데코 등"
918,A1-7,Versilia,14-54120-010,CT,목림
919,B46-336,Versilia,14-54120-010,NS,건창기업
920,A11-112,Versilia,14-54120-010,PM,"목림, 건창기업"
921,C7-49,Versilia,14-54120-101,민자,
922,B46-548,Versilia,14-54120-101,NS,
923,B37-810,Versilia,14-54120-101,VS,
924,B35-846,Versilia,14-54120-101,SJ1,
925,C40-52,Versilia,14-54120-101,HM,
926,A4-689,Pinara,14-54122-005,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
927,A1-10,Pinara,14-54122-005,CT,목림
928,A40-669,Pinara,14-54122-005,HM,목림(유사 SM)
929,B35-229,Pinara,14-54122-005,SJ1,청림보드 (성지라미텍 경면)
930,B40-158,Pinara,14-54122-006,HM,목림(유사 SM)
931,A10-45,Pinara,14-54122-006,DS,목림
932,B37-6,Pinara,14-54122-006,VS,청림보드(인터플러스 경면)
933,A35-330,Pinara,14-54122-006,SJ1,청림보드 (성지라미텍 경면)
934,A1-358,Pinara,14-54122-006,CT,목림
935,B46-219,Pinara,14-54122-006,NS,건창기업
936,A1-81,Torano,14-54124-001,CT,목림
937,A15-382,Torano,14-54124-001,FT,목림
938,A16-205,Torano,14-54124-001,SM,"승은산업,건창기업(유사 HM)"
939,A35-331,Torano,14-54124-001,SJ1,청림보드 (성지라미텍 경면)
940,A1-82,Torano,14-54124-111,CT,목림
941,A35-332,Torano,14-54124-111,SJ1,청림보드 (성지라미텍 경면)
942,A16-206,Torano,14-54124-111,SM,"승은산업,건창기업(유사 HM)"
943,B37-74,Torano,14-54124-111,VS,청림보드(인터플러스 경면)
944,A16-569,Greystone,14-54130-000,SM,"승은산업,건창기업(유사 HM)"
945,A35-258,Greystone,14-54130-001,SJ1,청림보드 (성지라미텍 경면)
946,C3-110,Greystone,14-54130-001,UK,
947,C65-31,Greystone,14-54130-001,K,승은산업
948,A16-204,Greystone,14-54130-001,SM,"승은산업,건창기업(유사 HM)"
949,B46-182,Greystone,14-54130-001,NS,건창기업
950,A1-5,Greystone,14-54130-001,CT,목림
951,A15-166,Greystone,14-54130-001,FT,목림
952,A37-634,Greystone,14-54130-001,VS,청림보드(인터플러스 경면)
953,A40-799,Greystone,14-54130-001,HM,목림(유사 SM)
954,C40-8,Greystone,14-54130-002,HM,목림(유사 SM)
955,A35-333,Greystone,14-54130-112,SJ1,청림보드 (성지라미텍 경면)
956,B46-268,Greystone,14-54130-112,NS,건창기업
957,A15-383,Greystone,14-54130-112,FT,목림
958,A1-6,Greystone,14-54130-112,CT,목림
959,A16-633,Greystone,14-54130-112,SM,"승은산업,건창기업(유사 HM)"
960,B37-280,Greystone,14-54130-112,VS,청림보드(인터플러스 경면)
961,A11-49,Greystone,14-54130-112,PM,"목림, 건창기업"
962,A35-334,Greystone,14-54130-128,SJ1,청림보드 (성지라미텍 경면)
963,C3-111,Greystone,14-54130-128,UK,
964,A16-155,Greystone,14-54130-128,SM,"승은산업,건창기업(유사 HM)"
965,A37-439,Greystone,14-54130-128,VS,청림보드(인터플러스 경면)
966,B46-183,Greystone,14-54130-128,NS,건창기업
967,A1-139,Greystone,14-54130-128,CT,목림
968,A35-827,Paladina,14-54131-001,SJ1,청림보드 (성지라미텍 경면)
969,B46-174,Paladina,14-54131-001,NS,건창기업
970,B37-157,Paladina,14-54131-001,VS,청림보드(인터플러스 경면)
971,A40-768,Paladina,14-54131-001,HM,목림(유사 SM)
972,A35-373,Paladina,14-54131-002,SJ1,청림보드 (성지라미텍 경면)
973,A7-483,Paladina,14-54131-002,민자,"목림,승은산업,건창기업,제이제이 데코 등"
974,B16-135,Paladina,14-54131-002,SM,"승은산업,건창기업(유사 HM)"
975,A37-411,Paladina,14-54131-002,VS,청림보드(인터플러스 경면)
976,A1-193,Paladina,14-54131-002,CT,목림
977,B46-175,Paladina,14-54131-002,NS,건창기업
978,B41-59,Paladina,14-54131-002,DP3,프린테크IM
979,A15-482,Paladina,14-54131-002,FT,목림
980,A1-641,Paladina,14-54131-002 ,CT,목림
981,A35-412,Paladina,14-54131-002(중복),SJ1,청림보드 (성지라미텍 경면)
982,B40-547,Paladina,14-54131-조색3,HM,
983,A33-86,Uptown,14-54138-001,2337TDN,프린테크IM
984,A37-436,Uptown,14-54138-001,VS,청림보드(인터플러스 경면)
985,A35-335,Uptown,14-54138-001,SJ1,청림보드 (성지라미텍 경면)
986,A4-688,Uptown,14-54138-001,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
987,A16-156,Uptown,14-54138-001,SM,"승은산업,건창기업(유사 HM)"
988,A1-3,Uptown,14-54138-001,CT,목림
989,A37-435,Uptown,14-54138-105,VS,청림보드(인터플러스 경면)
990,A16-159,Uptown,14-54138-105,SM,"승은산업,건창기업(유사 HM)"
991,A7-431,Uptown ,14-54138-105,민자,"목림,승은산업,건창기업,제이제이 데코 등"
992,A1-4,Uptown,14-54138-105,CT,목림
993,B42-488,Uptown,14-54138-105,LE1,
994,A35-244,Uptown,14-54138-105,SJ1,청림보드 (성지라미텍 경면)
995,A40-791,Uptown,14-54138-120,HM,목림(유사 SM)
996,B56-411,Uptown,14-54138-120,DP,승은산업
997,A37-752,Uptown,14-54138-120,VS,청림보드(인터플러스 경면)
998,B56-412,Uptown,14-54138-122,DP,승은산업
999,B37-918,Uptown,14-54138-122,VS,
1000,B40-369,Uptown,14-54138-122,HM,목림(유사 SM)
1001,B46-178,Uptown,14-54138-122,NS,건창기업
1002,B35-440,Uptown,14-54138-122,SJ1,청림보드 (성지라미텍 경면)
1003,B16-723,Uptown,14-54138-123,SM,
1004,B37-112,Uptown,14-54138-123,VS,청림보드(인터플러스 경면)
1005,B46-179,Uptown,14-54138-123,NS,건창기업
1006,A11-209,Nuvolento,14-54143-103,PM,"목림, 건창기업"
1007,B16-156,Nuvolento,14-54143-103,SM,"승은산업,건창기업(유사 HM)"
1008,A35-338,Nuvolento,14-54143-103,SJ1,청림보드 (성지라미텍 경면)
1009,A1-138,Nuvolento,14-54143-103,CT,목림
1010,A41-803,Nuvolento,14-54143-103,DP3,프린테크IM
1011,B55-409,Teramo,14-54145-109,MM,승은산업
1012,B35-699,Teramo,14-54145-109,SJ1,청림보드(인터플러스 경면)
1013,B46-426,Teramo,14-54145-109,NS,건창기업
1014,B40-375,Teramo,14-54145-109,HM,목림(유사 SM)
1015,B37-829,Teramo,14-54145-109,VS,
1016,B35-825,Teramo,14-54145-111,SJ1,
1017,B46-133,Gypsos,14-54149-002,NS,건창기업
1018,B46-134,Gypsos,14-54149-004,NS,건창기업
1019,A16-568,Alpine slate,14-54152-000,SM,"승은산업,건창기업(유사 HM)"
1020,A35-337,Alpine Slate,14-54152-002,SJ1,청림보드 (성지라미텍 경면)
1021,B46-135,Cementone,14-54154-001,NS,건창기업
1022,A16-741,Cementone,14-54154-001,SM,"승은산업,건창기업(유사 HM)"
1023,B46-136,Cementone,14-54154-003,NS,건창기업
1024,B37-776,Cementone,14-54154-004,VS,
1025,A1-173,Pietra Caspio,14-54161-001,CT,목림
1026,B40-137,Pietra Caspio,14-54161-001,HM,목림(유사 SM)
1027,C46-143,Pietra Caspio,14-54161-001,NS,건창기업
1028,A1-174,Pietra Caspio,14-54161-002,CT,목림
1029,B40-138,Pietra Caspio,14-54161-002,HM,목림(유사 SM)
1030,C46-144,Pietra Caspio,14-54161-002,NS,건창기업
1031,A35-372,Pietra Caspio,14-54161-003,SJ1,청림보드 (성지라미텍 경면)
1032,A16-722,Pietra Caspio,14-54161-003,SM,"승은산업,건창기업(유사 HM)"
1033,A40-800,Pietra Caspio,14-54161-003,HM,목림(유사 SM)
1034,B7-198,Pietra Caspio,14-54161-003,민자,목림
1035,A1-175,Pietra Caspio,14-54161-003,CT,목림
1036,B40-139,Pietra Caspio,14-54161-004,HM,목림(유사 SM)
1037,A1-176,Pietra Caspio,14-54161-004,CT,목림
1038,B37-475,Grey Caspio,14-54167-001,VS,
1039,B46-457,Grey Caspio,14-54167-001,NS,
1040,A16-148,Grey Caspio,14-54167-001,SM,"승은산업,건창기업(유사 HM)"
1041,A35-227,Grey Caspio,14-54167-001,SJ1,청림보드 (성지라미텍 경면)
1042,A1-140,Grey Caspio,14-54167-001,CT,목림
1043,A16-158,Grey Caspio,14-54167-002,SM,"승은산업,건창기업(유사 HM)"
1044,A35-228,Grey Caspio,14-54167-002,SJ1,청림보드 (성지라미텍 경면)
1045,A1-163,Grey caspio,14-54167-002,CT,목림
1046,A35-229,Grey Caspio,14-54167-003,SJ1,청림보드 (성지라미텍 경면)
1047,A16-157,Grey Caspio,14-54167-003,SM,"승은산업,건창기업(유사 HM)"
1048,A1-164,Grey caspio,14-54167-003,CT,목림
1049,A37-440,Grey Caspio,14-54167-003,VS,청림보드(인터플러스 경면)
1050,B7-19,Grey Caspio,14-54167-003,민자,"목림,승은산업,건창기업,제이제이 데코 등"
1051,A35-230,Grey Caspio,14-54167-004,SJ1,청림보드 (성지라미텍 경면)
1052,C65-32,Grey Caspio,14-54167-004,K,승은산업
1053,A16-149,Grey Caspio,14-54167-004,SM,"승은산업,건창기업(유사 HM)"
1054,A37-441,Grey Caspio,14-54167-004,VS,청림보드(인터플러스 경면)
1055,A15-192,Grey Caspio,14-54167-004,FT,목림
1056,A1-2,Grey Caspio,14-54167-004,CT,목림
1057,B7-20,Grey caspio,14-54167-004,민자,목림
1058,AC-778,Grey Caspio,14-54167-005,M2 도장 (easy coating),크라텍
1059,AT-783,Grey Caspio,14-54167-005,G+ 도장 (soft touch),크라텍
1060,A16-78,Grey Caspio,14-54167-005,SM,"승은산업,건창기업(유사 HM)"
1061,A1-91,Grey Caspio,14-54167-005,CT,목림
1062,A35-231,Grey Caspio,14-54167-005,SJ1,청림보드 (성지라미텍 경면)
1063,B46-458,Grey Caspio,14-54167-005,NS,
1064,A37-745,Blaustein,14-54173-003,VS,청림보드(인터플러스 경면)
1065,A35-771,Blaustein,14-54173-003,SJ1,청림보드 (성지라미텍 경면)
1066,B16-816,Blaustein,14-54173-003,SM,
1067,B40-73,Arabescato,14-54177-003,HM,목림(유사 SM)
1068,B55-408,Arabescato,14-54177-003,MM,승은산업
1069,B46-338,Arabescato,14-54177-003,NS,건창기업
1070,B35-337,Arabescato,14-54177-003,SJ1,청림보드 (성지라미텍 경면)
1071,A41-804,Maremma,14-54181-101,DP3,프린테크IM
1072,A1-169,Maremma,14-54181-101,CT,목림
1073,A15-350,Kalahari,14-54184-104,FT,목림
1074,B40-266,Kalahari,14-54184-104,HM,목림(유사 SM)
1075,A11-354,Kalahari,14-54184-104,PM,"목림, 건창기업"
1076,A1-346,Kalahari,14-54184-104,CT,목림
1077,A35-342,Kalahari,14-54184-104,SJ1,청림보드 (성지라미텍 경면)
1078,B46-267,Kalahari,14-54184-104,NS,건창기업
1079,HF5-44,Kalahari,14-54184-104,MB,제이에스폴리텍
1080,A11-355,Kalahari,14-54184-105,PM,"목림, 건창기업"
1081,A15-351,Kalahari,14-54184-105,FT,목림
1082,A35-343,Kalahari,14-54184-105,SJ1,청림보드 (성지라미텍 경면)
1083,B40-142,Kalahari,14-54184-105,HM,목림(유사 SM)
1084,A1-347,Kalahari,14-54184-105,CT,목림
1085,A15-352,Kalahari,14-54184-107,FT,목림
1086,A1-348,Kalahari,14-54184-107,CT,목림
1087,B40-143,Kalahari,14-54184-107,HM,목림(유사 SM)
1088,A11-356,Kalahari,14-54184-107,PM,"목림, 건창기업"
1089,A35-344,Kalahari,14-54184-107,SJ1,청림보드 (성지라미텍 경면)
1090,A11-357,Kalahari,14-54184-110,PM,"목림, 건창기업"
1091,A15-353,Kalahari,14-54184-110,FT,목림
1092,A1-349,Kalahari,14-54184-110,CT,목림
1093,A35-345,Kalahari,14-54184-110,SJ1,청림보드 (성지라미텍 경면)
1094,B40-141,Kalahari,14-54184-110,HM,목림(유사 SM)
1095,A16-608,Pure,14-54192-001,SM,"승은산업,건창기업(유사 HM)"
1096,B40-166,Pure,14-54192-002,HM,목림(유사 SM)
1097,B40-167,Pure,14-54192-003,HM,목림(유사 SM)
1098,B40-168,Pure,14-54192-004,HM,목림(유사 SM)
1099,B40-169,Pure,14-54192-005,HM,목림(유사 SM)
1100,A41-802,Pure,14-54192-010,DP3,프린테크IM
1101,A16-762,Pure,14-54192-010,SM,"승은산업,건창기업(유사 HM)"
1102,A40-801,Pure,14-54192-010,HM,목림(유사 SM)
1103,A35-772,Pure,14-54192-010,SJ1,청림보드 (성지라미텍 경면)
1104,B11-441,Pure,14-54192-010,PM,
1105,B46-218,Pure,14-54192-010,NS,건창기업
1106,B37-76,Pure,14-54192-010,VS,청림보드(인터플러스 경면)
1107,A35-715,Moon,14-54193-001,SJ1,청림보드 (성지라미텍 경면)
1108,A1-721,Moon,14-54193-001,CT,목림
1109,A37-720,Moon,14-54193-001,VS,청림보드(인터플러스 경면)
1110,A4-687,Moon,14-54193-001,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1111,C65-24,Moon,14-54193-001,K,승은산업
1112,A41-806,Moon,14-54193-001,DP3,프린테크IM
1113,B56-410,Moon,14-54193-001,DP,승은산업
1114,A40-670,Moon,14-54193-001,HM,목림(유사 SM)
1115,A16-740,Moon,14-54193-003,SM,"승은산업,건창기업(유사 HM)"
1116,B46-695,Luanda,14-54194-001,NS,
1117,B46-99,Firestone,14-54196-001,NS,건창기업
1118,B16-820,Firestone ,14-54196-001,SM,
1119,B46-100,Firestone,14-54196-002,NS,건창기업
1120,B40-140,Canyon Grey Caspio,14-54197-001,HM,목림(유사 SM)
1121,B46-127,Oceanside,14-54205-001,NS,건창기업
1122,B37-26,Oceanside,14-54205-100,VS,청림보드(인터플러스 경면)
1123,B40-110,Oceanside,14-54205-100,HM,목림(유사 SM)
1124,B35-624,Arabescato Gold,14-54210-002,SJ1,
1125,B46-715,Arabescato Gold,14-54210-002,NS,
1126,B40-72,Arabescato Gold,14-54210-002,HM,목림(유사 SM)
1127,C65-25,Acapulco,14-54219-001,K,승은산업
1128,B46-463,Acapulco,14-54219-001,NS,
1129,B46-128,Acapulco,14-54219-002,NS,건창기업
1130,C65-26,Acapulco,14-54219-104,K,승은산업
1131,B46-425,Acapulco,14-54219-104,NS,건창기업
1132,C37-70,Acapulco,14-54219-104,VS,
1133,C65-27,Acapulco,14-54219-109,K,승은산업
1134,C65-28,Acapulco,14-54219-110,K,승은산업
1135,B46-696,Taj Mahal,14-54234-001,NS,
1136,B46-697,Taj Mahal,14-54234-002,NS,
1137,B35-779,Taj Mahal,14-54234-003,SJ1,
1138,B46-721,Taj Mahal,14-54234-003,NS,
1139,B46-722,Taj Mahal,14-54234-004,NS,
1140,B40-535,Taj Mahal,14-54234-106,HM,
1141,C46-134,Triton,14-54241-001,NS,
1142,C46-135,Triton,14-54241-005,NS,
1143,C40-140,Atlantic Coast,14-54246-002,HM,
1144,B16-774,Vieste,14-54249-102,SM,
1145,C40-45,Clay,14-54252-003,HM,
1146,B46-719,Black Mamba,14-54254-001,NS,
1147,B16-821,Black Mamba,14-54254-002,SM,
1148,B46-720,Black Mamba,14-54254-002,NS,
1149,B35-789,Black Mamba,14-54254-002,SJ1,
1150,B46-639,Sakura,14-54255-001,NS,
1151,B46-640,Sakura,14-54255-002,NS,
1152,B35-781,SAKURA,14-54255-002,SJ1,
1153,B46-641,Sakura,14-54255-003,NS,
1154,B35-725,SAKURA,14-54255-003,SJ1,
1155,C37-63,SAKURA,14-54255-003,VS,
1156,B46-642,Sakura,14-54255-004,NS,
1157,B46-643,SHALIMAR,14-54261-001,NS,
1158,B16-785,SHALIMAR,14-54261-001,SM,
1159,B46-644,SHALIMAR,14-54261-002,NS,
1160,B35-746,SHALIMAR,14-54261-002,SJ1,청림보드 (성지라미텍 경면)
1161,B16-788,SHALIMAR,14-54261-002,SM,
1162,B46-645,SHALIMAR,14-54261-003,NS,
1163,B16-818,SHALIMAR,14-54261-003,SM,
1164,B35-780,SHALIMAR,14-54261-003,SJ1,
1165,B16-819,SHALIMAR,14-54261-004,SM,
1166,B35-747,SHALIMAR,14-54261-004,SJ1,청림보드 (성지라미텍 경면)
1167,B46-646,SHALIMAR,14-54261-004,NS,
1168,C40-53,SHALIMAR,14-54261-005,HM,
1169,B56-839,SHALIMAR,14-54261-005,DP,승은산업
1170,B46-925,SHALIMAR,14-54261-005,NS,
1171,B16-817,DONATELLO,14-54263-001,SM,
1172,B35-770,DONATELLO,14-54263-001,SJ1,
1173,B46-771,DONATELLO,14-54263-001,NS,
1174,C3-112,Donatello,14-54263-001,UK,
1175,C37-107,Donatello,14-54263-001,VS,
1176,B35-786,DONATELLO,14-54263-002,SJ1,
1177,B16-782,DONATELLO,14-54263-002,SM,
1178,B35-841,TOROS,14-54265-001,SJ1,
1179,B56-840,Otranto,14-54267-001,DP,승은산업
1180,B37-924,Otranto,14-54267-001,VS,
1181,C16-116,Otranto,14-54267-001,SM,
1182,B37-844,OTRANTO,14-54267-004,VS,
1183,C16-117,Otranto,14-54267-004,SM,
1184,B46-919,Guyana,14-54269-001,NS,
1185,C7-58,Guyana,14-54269-001,민자,
1186,B46-920,Guyana,14-54269-002,NS,
1187,B46-921,Guyana,14-54269-005,NS,
1188,C7-59,Guyana,14-54269-005,민자,
1189,B46-922,Gadara,14-54278-001,NS,
1190,C35-57,Gadara,14-54278-001,SJ1,
1191,B46-923,Gadara,14-54278-004,NS,
1192,B16-509,Oceanside,14-54305-004,SM,
1193,C35-72,Oceanside,14-54305-004,SJ1,
1194,B37-589,Oceanside,14-54305-004,VS,
1195,B40-202,Oceanside,14-54305-004,HM,목림(유사 SM)
1196,C35-91,Oceanside CN,14-54305-100,SJ1,
1197,B37-431,Oceanside CN,14-54305-100,VS,청림보드(인터플러스 경면)
1198,B40-439,Oceanside CN,14-54305-100,HM,목림(유사 SM)
1199,B37-585,Oceanside CN,14-54305-100(중복),VS,
1200,B37-738,Oceanside,14-54305-103,VS,
1201,C35-90,Oceanside,14-54305-103,SJ1,
1202,B37-848,Oceanside,14-54305-104,VS,
1203,B40-783,Oceanside,14-54305-106,HM,
1204,C37-68,Oceanside,14-54305-106,VS,
1205,B37-521,Delia O.CN,14-54316-100,VS,
1206,B40-161,Delia O.CN,14-54316-100,HM,목림(유사 SM)
1207,B40-24,Calacatta_excl. ,14-54319-100,SM,"승은산업,건창기업(유사 HM)"
1208,B37-809,Calacatta_excl.,14-54319-100,VS,
1209,B46-546,Calacatta_excl.,14-54319-100,NS,
1210,B11-442,Calacatta_excl.,14-54319-100,PM,
1211,A10-570,Calacatta_excl.,14-54319-100,DS,목림
1212,B40-383,Calacatta excl.,14-54319-104,HM,목림(유사 SM)
1213,B40-432,Calacatta excl.,14-54319-104,HM,목림(유사 SM)
1214,B40-303,Calacatta_excl.,14-54319-조색5,HM,목림(유사 SM)
1215,B16-134,Uptown,14-54338-101,SM,"승은산업,건창기업(유사 HM)"
1216,B37-900,Uptown,14-54338-101,VS,
1217,B37-827,Uptown,14-54338-102,VS,
1218,B40-109,Uptown,14-54338-102,HM,목림(유사 SM)
1219,B35-828,Uptown,14-54338-102,SJ1,
1220,B46-180,Uptown,14-54338-102,NS,건창기업
1221,B35-615,Uptown,14-54338-103,SJ1,
1222,B37-901,Uptown,14-54338-103,VS,
1223,B46-181,Uptown,14-54338-103,NS,건창기업
1224,B40-108,Uptown,14-54338-103,HM,목림(유사 SM)
1225,B37-902,Uptown CN,14-54338-104,VS,
1226,B37-903,Uptown CN,14-54338-105,VS,
1227,B37-904,Uptown CN,14-54338-106,VS,
1228,B37-7,Uptown,14-54338-107(동원광주현장은108확인必),VS,청림보드(인터플러스 경면)
1229,B37-7(★동원광주),Uptown,14-54338-108,VS　,청림보드(인터플러스 경면)
1230,A1-8,Alpin Schiefer CN,14-54352-001,CT,목림
1231,A35-336,Alpin Schiefer CN,14-54352-001,SJ1,청림보드 (성지라미텍 경면)
1232,B46-176,Alpin Schiefer CN,14-54352-001,NS,건창기업
1233,A37-414,Alpin Schiefer CN,14-54352-001,VS,청림보드(인터플러스 경면)
1234,A40-785,Alpin Schiefer CN,14-54352-001,HM,목림(유사 SM)
1235,B42-487,Alpin Schiefer CN,14-54352-001,LE1,
1236,B5-292,Alpine Slate CN,14-54352-002,유광,
1237,A40-786,Alpine Slate CN,14-54352-002,HM,목림(유사 SM)
1238,B46-177,Alpine Slate CN,14-54352-002,NS,건창기업
1239,A4-691,Alpine Slate CN,14-54352-002,소프트엠보 ,"목림,승은산업,건창기업,제이제이 데코 등"
1240,A37-610,Alpine Slate CN,14-54352-002,VS,청림보드(인터플러스 경면)
1241,A1-9,Alpine Slate CN,14-54352-002,CT,목림
1242,B35-668,Alpine Slate CN,14-54352-002,SJ1,
1243,B46-427,Alpine slate,14-54352-103,NS,건창기업
1244,B46-428,Alpine slate,14-54352-104,NS,건창기업
1245,B16-510,Grey Caspio CN,14-54366-100,SM,
1246,A35-773,Grey Caspio CN,14-54366-100,SJ1,청림보드 (성지라미텍 경면)
1247,B47-146,Grey Caspio CN,14-54366-100,JH,제이제이데코
1248,A40-693,Grey Caspio CN,14-54366-100,HM,목림(유사 SM)
1249,C46-100,Vesuv CN,14-54378-101,NS,
1250,C37-54,Vesuv CN,14-54378-104,VS,
1251,C65-20,Vesuv,14-54378-106,K,승은산업
1252,B35-209,Vesuv,14-54378-106,SJ1,청림보드 (성지라미텍 경면)
1253,B40-469,Vesuv,14-54378-106,HM,
1254,C46-88,Vesuv,14-54378-106,NS,
1255,C65-21,Vesuv II CN,14-54379-102,K,승은산업
1256,B35-68,Vesuv II CN,14-54379-102,SJ1,청림보드 (성지라미텍 경면)
1257,B37-300,Vesuv II CN,14-54379-102,VS,청림보드(인터플러스 경면)
1258,B40-113,Vesuv II CN,14-54379-102,HM,목림(유사 SM)
1259,C65-22,Vesuv II CN,14-54379-103,K,승은산업
1260,B40-479,Vesuv,14-54379-104,HM,
1261,C65-23,Vesuv II CN,14-54379-104,K,승은산업
1262,B60-566,Solino CN,14-54398-100,MT,건창기업
1263,A1-136,Solino CN,14-54398-100,CT,목림
1264,A16-571,Solino CN,14-54398-100,SM,"승은산업,건창기업(유사 HM)"
1265,A35-323,Solino CN,14-54398-100,SJ1,청림보드 (성지라미텍 경면)
1266,A37-433,Solino CN,14-54398-100,VS,청림보드(인터플러스 경면)
1267,B7-21,Solino CN,14-54398-100,민자,목림
1268,B42-484,Solino CN,14-54398-100,LE1,
1269,B46-478,Solino CN,14-54398-100,NS,
1270,B37-878,Solino CN,14-54398-102,VS,
1271,B16-661,Solino CN,14-54398-102,SM,
1272,B56-474,Solino CN,14-54398-102,DP,승은산업
1273,B37-879,Solino CN,14-54398-103,VS,
1274,B16-737,Solino CN,14-54398-103,SM,
1275,B56-473,Solino CN,14-54398-103,DP,승은산업
1276,B37-618,Solino CN,14-54398-104,VS,
1277,B56-472,Solino CN,14-54398-104,DP,승은산업
1278,B16-660,Solino CN,14-54398-109,SM,
1279,B37-880,Solino CN,14-54398-109,VS,
1280,B37-881,Solino CN,14-54398-110,VS,
1281,B37-882,Solino CN,14-54398-111,VS,
1282,B16-662,Solino CN,14-54398-111,SM,
1283,C35-104,Solino CN,14-54398-111,SJ1,
1284,B37-883,Solino CN,14-54398-112,VS,
1285,B16-663,Solino CN,14-54398-112,SM,
1286,C37-101,Solino CN,14-54398-113,VS,
1287,B37-884,Solino CN,14-54398-114,VS,
1288,B37-885,Solino CN,14-54398-115,VS,
1289,B37-845,Solino,14-54398-117,VS,
1290,A1-130,Murales,14-54967-100,CT,목림
1291,B3-67,Rafia,14-56027-002,UK,목림
1292,B3-62,Rafia,14-56027-004,UK,목림
1293,A16-161,Stromboli,14-56035-001,SM,"승은산업,건창기업(유사 HM)"
1294,A1-341,Stromboli,14-56035-001,CT,목림
1295,B37-429,Stromboli,14-56035-001,VS,청림보드(인터플러스 경면)
1296,B8-140,Weave,14-56049-004,FB,목림
1297,B8-775,Weave,14-56049-004(중복),FB,
1298,A36-554,Blackboard,14-56065-003,CH,청림보드(인터플러스 경면)
1299,B50-391,Blackboard,14-56065-003,CS,건창기업
1300,B34-217,Blackboard,14-56065-003,TI,건창기업
1301,A35-339,Blackboard,14-56065-003,SJ1,청림보드 (성지라미텍 경면)
1302,A11-210,Blackboard,14-56065-003,PM,"목림, 건창기업"
1303,A1-83,Blackboard,14-56065-003,CT,목림
1304,A37-415,Maui,14-56075-002,VS,청림보드(인터플러스 경면)
1305,A35-277,Maui,14-56075-002,SJ1,청림보드 (성지라미텍 경면)
1306,A32-211,Maui,14-56075-002,S,건창기업
1307,B50-273,Maui,14-56075-002,CS,건창기업
1308,B46-47,Maui,14-56075-002,NS,건창기업
1309,B42-486,Maui,14-56075-002,LE1,
1310,A40-792,Maui,14-56075-002,HM,목림(유사 SM)
1311,B44-31,Maui,14-56075-002,목림273,목림
1312,A1-63,Maui,14-56075-002,CT,목림
1313,B47-144,Maui,14-56075-002,JH,제이제이데코
1314,A35-259,Maui,14-56075-004,SJ1,청림보드 (성지라미텍 경면)
1315,B60-565,Maui,14-56075-004,MT,건창기업
1316,AT-781,Maui,14-56075-004,G+ 도장 (soft touch),크라텍
1317,AC-776,Maui,14-56075-004,M2 도장 (easy coating),크라텍
